code,SECTIONNO,TITLE,FACULTY,CREDITS,INSTRUCTORFULLNAME,SCHEDULEFORPRINT
Salı | 08:40 - 12:30
Salı | 13:40 - 17:30
Salı | 13:40 - 17:30
"
IDE101,C,Tasarımın Temel Prensipleri,Mimarlık ve Tasarım Fakültesi,8,BORA FER,"Cuma | 08:40 - 12:30
Cuma | 08:40 - 12:30
Cuma | 14:40 - 18:30
Cuma | 14:40 - 18:30
"
IDE101,D,Tasarımın Temel Prensipleri,Mimarlık ve Tasarım Fakültesi,8,İPEK KOSOVA,"Salı | 08:40 - 12:30
Cuma | 08:40 - 12:30
"
IDE102,A,Yaratıcı Problem Çözümü Olarak Tasarım,Mimarlık ve Tasarım Fakültesi,8,SONAY ARDI AKKAR,"Salı | 12:40 - 16:30
Cuma | 08:40 - 12:30
"
IDE103,A,Tasarım Görselleştirme ,Mimarlık ve Tasarım Fakültesi,6,MUHARREM ALİ GÖKKURT,"Pazartesi | 13:40 - 16:30
Perşembe | 13:40 - 16:30
"
IDE103,B,Tasarım Görselleştirme ,Mimarlık ve Tasarım Fakültesi,6,ATANUR ANDIÇ,"Salı | 09:40 - 12:30
Salı | 09:40 - 12:30
Salı | 13:40 - 16:30
Salı | 13:40 - 16:30
"
IDE103,C,Tasarım Görselleştirme ,Mimarlık ve Tasarım Fakültesi,6,ATANUR ANDIÇ,"Cuma | 09:40 - 12:30
Cuma | 09:40 - 12:30
Cuma | 14:40 - 17:30
Cuma | 14:40 - 17:30
"
IDE105,A,Endüstriyel Tasarıma Giriş,Mimarlık ve Tasarım Fakültesi,3,HAMİT ALPAY ER,"Çarşamba | 08:40 - 10:30
"
IDE106,A,Model Yapımı,Mimarlık ve Tasarım Fakültesi,4,BARIŞ ÇETİN ALTINDAĞ,"Çarşamba | 13:40 - 16:30
Çarşamba | 13:40 - 16:30
"
IDE107,A,Malzeme Statiği ve Mukavemeti,Mimarlık ve Tasarım Fakültesi,5,MUHARREM ALİ GÖKKURT,"Perşembe | 08:40 - 12:30
"
IDE110,A,Tasarım için Araştırma,Mimarlık ve Tasarım Fakültesi,5,EMRAH ÖZTURAN,"Çarşamba | 09:40 - 12:30
"
IDE201,A,Tasarım Stüdyosu I,Mimarlık ve Tasarım Fakültesi,8,GÜLAY GAMZE GÜVEN,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
IDE202,A,Tasarım Stüdyosu II,Mimarlık ve Tasarım Fakültesi,8,TUĞBA TOK,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
IDE203,A,Endüstriyel Tasarımda 3D Modelleme,Mimarlık ve Tasarım Fakültesi,5,BARIŞ ÇETİN ALTINDAĞ,"Perşembe | 13:40 - 17:30
"
IDE205,A,Prototip,Mimarlık ve Tasarım Fakültesi,2,GÜLBAHAR COŞKUN,"Çarşamba | 13:40 - 16:30
Çarşamba | 13:40 - 16:30
"
IDE207,A,Malzeme ve İmalat,Mimarlık ve Tasarım Fakültesi,5,MUHARREM ALİ GÖKKURT,"Cuma | 14:40 - 17:30
"
IDE209,A,Çağdaş Sanat ve Tasarım,Mimarlık ve Tasarım Fakültesi,5,UFUK SOYÖZ,"Salı | 13:40 - 16:30
"
IDE301,A,Tasarım Stüdyosu III,Mimarlık ve Tasarım Fakültesi,8,ŞEBNEM TİMUR,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
IDE302,A,Tasarım Stüdyosu 4,Mimarlık ve Tasarım Fakültesi,8,EMRAH ÖZTURAN,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
IDE303,A,Tasarım Yönetimi ve Stratejisi,Mimarlık ve Tasarım Fakültesi,5,HAMİT ALPAY ER,"Çarşamba | 13:40 - 16:30
"
IDE305,A,Etkileşim Tasarımının İlkeleri,Mimarlık ve Tasarım Fakültesi,6,GÜLHİS ZEYNEP KARAPARS,"Cuma | 14:40 - 17:30
"
IDE313,A,Endüstriyel Tasarımda Renk,Mimarlık ve Tasarım Fakültesi,3,TUĞBA TOK,"Perşembe | 13:40 - 16:30
"
IDE317,A,Perakende Sektöründe Deneyim Tasarımı,Mimarlık ve Tasarım Fakültesi,3,NİL TELLİ,"Cuma | 09:40 - 12:30
"
IDE319,A,İleri Görselleştirme Teknikleri,Mimarlık ve Tasarım Fakültesi,3,TAHSİN EMRE EKE,"Salı | 13:40 - 16:30
"
IDE332,A,Hizmet Tasarımına Giriş,Mimarlık ve Tasarım Fakültesi,3,SONAY ARDI AKKAR,"Pazartesi | 13:40 - 16:30
"
IDE401,A,Tasarım Stüdyosu V,Mimarlık ve Tasarım Fakültesi,8,HAMİT ALPAY ER,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
IDE403,A,Meslek Pratiği ve Portfolyo Tasarımı,Mimarlık ve Tasarım Fakültesi,5,EMRAH ÖZTURAN,"Salı | 09:40 - 12:30
"
IDE424,A,Sürdürülebilirlik için Döngüsel Tasarım,Mimarlık ve Tasarım Fakültesi,3,HAFİZE GAMZE EKİN,"Cuma | 09:40 - 12:30
"
IDE437,A,Etkileşimler ve Hizmetler için Tasarım Stüdyosu,Mimarlık ve Tasarım Fakültesi,8,GÜLHİS ZEYNEP KARAPARS,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR105,A,İç Mimarlık ve Çevre Tasarımına Giriş,Mimarlık ve Tasarım Fakültesi,3,ZEYNEP CEYLANLI,"Salı | 08:40 - 11:30
"
INAR201,A,İç Mimarlık Tasarım Stüdyosu I,Mimarlık ve Tasarım Fakültesi,8,ELİF AKTAŞ YANAŞ,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR201,B,İç Mimarlık Tasarım Stüdyosu I,Mimarlık ve Tasarım Fakültesi,8,ELİF AKTAŞ YANAŞ,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR201,C,İç Mimarlık Tasarım Stüdyosu I,Mimarlık ve Tasarım Fakültesi,8,MERVE AŞÇIOĞLU YILDIRIM,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR202,A,İç Mimarlık Tasarım Stüdyosu II,Mimarlık ve Tasarım Fakültesi,8,MERVE AŞÇIOĞLU YILDIRIM,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR206,A,İç Mimarlıkta Ergonomi,Mimarlık ve Tasarım Fakültesi,5,SELİN ÜST,"Çarşamba | 09:40 - 12:30
"
INAR209,A,Bina Yapı Sistemleri I,Mimarlık ve Tasarım Fakültesi,5,MERVE AŞÇIOĞLU YILDIRIM,"Pazartesi | 13:40 - 17:30
Pazartesi | 13:40 - 17:30
"
INAR301,A,İç Mimarlık Tasarım Stüdyosu III,Mimarlık ve Tasarım Fakültesi,8,SELİN ÜST,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR301,B,İç Mimarlık Tasarım Stüdyosu III,Mimarlık ve Tasarım Fakültesi,8,SELİN ÜST,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR301,C,İç Mimarlık Tasarım Stüdyosu III,Mimarlık ve Tasarım Fakültesi,8,PINAR ARTIKOĞLU,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR302,A,İç Mimarlık Tasarım Stüdyosu IV,Mimarlık ve Tasarım Fakültesi,8,PINAR ARTIKOĞLU,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR303,A,İç Mimari Detayları I,Mimarlık ve Tasarım Fakültesi,5,SELİN ÜST,"Cuma | 08:40 - 12:30
Cuma | 08:40 - 12:30
"
INAR303,B,İç Mimari Detayları I,Mimarlık ve Tasarım Fakültesi,5,PINAR ARTIKOĞLU,"Cuma | 08:40 - 12:30
Cuma | 08:40 - 12:30
"
INAR313,A,İç Mimarlar için Renk,Mimarlık ve Tasarım Fakültesi,3,MİNE ARBAY,"Perşembe | 13:40 - 16:30
"
INAR315,A,İleri Sunum Teknikleri,Mimarlık ve Tasarım Fakültesi,3,MİNE ARBAY,"Cuma | 09:40 - 12:30
"
INAR316,A,Aydınlatma Tasarımı,Mimarlık ve Tasarım Fakültesi,3,FARUK UYAN,"Çarşamba | 13:40 - 16:30
"
INAR319,A,Mobilya Tasarımı Tarihi,Mimarlık ve Tasarım Fakültesi,3,PINAR ARTIKOĞLU,"Perşembe | 13:40 - 16:30
"
INAR401,A,İç Mimarlık Tasarım Stüdyosu V,Mimarlık ve Tasarım Fakültesi,10,ZEYNEP CEYLANLI,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR401,B,İç Mimarlık Tasarım Stüdyosu V,Mimarlık ve Tasarım Fakültesi,10,EZGİ ÇİÇEK,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR402,A,Mezuniyet Projesi,Mimarlık ve Tasarım Fakültesi,12,MİNE ARBAY,"Pazartesi | 08:40 - 12:30
Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
INAR403,A,Sürdürülebilir Tasarım Araştırmaları,Mimarlık ve Tasarım Fakültesi,4,ELİF AKTAŞ YANAŞ,"Çarşamba | 09:40 - 12:30
"
INAR405,A,"Meslek Pratiği, Hukuku ve Etiği",Mimarlık ve Tasarım Fakültesi,5,ZEYNEP CEYLANLI,"Salı | 13:40 - 16:30
"
INAR412,A,Düşey Dolaşım Sistemleri,Mimarlık ve Tasarım Fakültesi,3,SELİN ÜST,"Perşembe | 13:40 - 16:30
"
INAR422,A,İç Mimarlıkta Yapı Bilgi Modellemesi Uygulamaları,Mimarlık ve Tasarım Fakültesi,3,ZEYNEP CEYLANLI,"Pazartesi | 13:40 - 16:30
"
MİM101,A,Tasarım,Mimarlık ve Tasarım Fakültesi,8,SEMRA AYDINLI,"Pazartesi | 08:40 - 12:30
Perşembe | 12:40 - 16:30
"
MİM102,A,Mimari Tasarım Stüdyosu I,Mimarlık ve Tasarım Fakültesi,8,SEMRA TOKAY,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM105,A,Mimarlık Kültürü,Mimarlık ve Tasarım Fakültesi,3,MURAT ŞAHİN,"Salı | 13:40 - 16:30
"
MİM107,A,Mimari Anlatım Teknikleri,Mimarlık ve Tasarım Fakültesi,5,SEMRA TOKAY,"Salı | 08:40 - 12:30
"
MİM110,A,Bilgisayar Destekli Tasarım,Mimarlık ve Tasarım Fakültesi,4,CANSU GÜNAYDIN DONDURAN,"Salı | 12:40 - 16:30
"
MİM110,B,Bilgisayar Destekli Tasarım,Mimarlık ve Tasarım Fakültesi,4,FARUK CAN ÜNAL,"Cuma | 08:40 - 12:30
"
MİM201,A,Mimari Tasarım Stüdyosu II,Mimarlık ve Tasarım Fakültesi,8,EBRU KARAHAN,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM201,B,Mimari Tasarım Stüdyosu II,Mimarlık ve Tasarım Fakültesi,8,SEMRA TOKAY,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM201,C,Mimari Tasarım Stüdyosu II,Mimarlık ve Tasarım Fakültesi,8,SERHAT ULUBAY,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM202,A,Mimari Tasarım Stüdyosu III,Mimarlık ve Tasarım Fakültesi,8,TUĞBA GÜLFEM KAYA,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM205,A,Yapı Bilgisi ve Malzeme,Mimarlık ve Tasarım Fakültesi,5,FERHAN HASMADEN,"Pazartesi | 13:40 - 15:30
Perşembe | 13:40 - 16:30
"
MİM207,A,Statik ve Mukavemet,Mimarlık ve Tasarım Fakültesi,5,ÖMER KARADAĞ,"Salı | 08:40 - 11:30
"
MİM209,A,Mimarlık Tarihi I,Mimarlık ve Tasarım Fakültesi,3,DİDEM BOYACIOĞLU,"Salı | 13:40 - 15:30
"
MİM209,B,Mimarlık Tarihi I,Mimarlık ve Tasarım Fakültesi,3,AYŞE BİKE BAYKARA,"Salı | 13:40 - 15:30
"
MİM212,A,Çevre Analizi ve Sürdürülebilir Peyzaj Tasarımı,Mimarlık ve Tasarım Fakültesi,3,BEYZA ŞAT,"Cuma | 14:40 - 17:30
"
MİM212,B,Çevre Analizi ve Sürdürülebilir Peyzaj Tasarımı,Mimarlık ve Tasarım Fakültesi,3,ABDULKADİR KAAN ÖZGÜN,"Cuma | 14:40 - 17:30
"
MİM301,A,Mimari Tasarım Stüdyosu IV,Mimarlık ve Tasarım Fakültesi,8,HÜLYA TURGUT,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM301,B,Mimari Tasarım Stüdyosu IV,Mimarlık ve Tasarım Fakültesi,8,TUĞBA GÜLFEM KAYA,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM301,C,Mimari Tasarım Stüdyosu IV,Mimarlık ve Tasarım Fakültesi,8,NAGEHAN AÇIMUZ İŞBAKAN,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM301,D,Mimari Tasarım Stüdyosu IV,Mimarlık ve Tasarım Fakültesi,8,NESLİNUR HIZLI ERKILIÇ,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM302,A,Mimari Tasarım Stüdyosu V,Mimarlık ve Tasarım Fakültesi,8,GÜLTEN ASLIHAN ÜNLÜ,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM303,A,Kentsel Planlama ve Tasarım,Mimarlık ve Tasarım Fakültesi,5,BURÇİN MIZRAK BİLEN,"Salı | 08:40 - 12:30
"
MİM303,B,Kentsel Planlama ve Tasarım,Mimarlık ve Tasarım Fakültesi,5,TOLGA KAYACAN,"Salı | 08:40 - 12:30
"
MİM304,A,Mimari Koruma ve Rölöve,Mimarlık ve Tasarım Fakültesi,5,AYŞE CEREN BİLGE,"Çarşamba | 08:40 - 12:30
"
MİM305,A,Fiziksel Çevre Kontrolü,Mimarlık ve Tasarım Fakültesi,5,FERHAN HASMADEN,"Salı | 13:40 - 17:30
Salı | 13:40 - 17:30
"
MİM305,B,Fiziksel Çevre Kontrolü,Mimarlık ve Tasarım Fakültesi,5,BEGÜM DİKER,"Salı | 13:40 - 17:30
Salı | 13:40 - 17:30
"
MİM313,A,Maket Yapımı ve Modlaj,Mimarlık ve Tasarım Fakültesi,3,SEMRA TOKAY,"Çarşamba | 09:40 - 12:30
Çarşamba | 09:40 - 12:30
"
MİM317,A,Geleneksel Mimari,Mimarlık ve Tasarım Fakültesi,3,GÜLİZ ÖZORHON,"Pazartesi | 13:40 - 16:30
"
MİM322,A,"Ütopyalar-Distopyalar, Ütopik Kentler ve Mimarlıkta Ütopya",Mimarlık ve Tasarım Fakültesi,3,MAHMUT ŞENOL,"Cuma | 14:40 - 17:30
"
MİM401,A,Mimari Tasarım Stüdyosu VI,Mimarlık ve Tasarım Fakültesi,8,GÜLİZ ÖZORHON,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM401,B,Mimari Tasarım Stüdyosu VI,Mimarlık ve Tasarım Fakültesi,8,ALİ KEMAL TERLEMEZ,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM401,C,Mimari Tasarım Stüdyosu VI,Mimarlık ve Tasarım Fakültesi,8,EMRE İŞLEK,"Pazartesi | 08:40 - 12:30
Perşembe | 08:40 - 12:30
"
MİM402,A,Mezuniyet Projesi,Mimarlık ve Tasarım Fakültesi,12,BURÇİN MIZRAK BİLEN,
MİM403,A,Yapım Yönetimi ve Ekonomisi,Mimarlık ve Tasarım Fakültesi,5,EBRU KARAHAN,"Salı | 08:40 - 12:30
"
MİM420,A,İstanbul,Mimarlık ve Tasarım Fakültesi,3,AYŞE CEREN BİLGE,"Salı | 09:40 - 12:30
"
MİM434,A,Parametrik Tasarım,Mimarlık ve Tasarım Fakültesi,3,NEVŞET GÜL ÇANAKÇIOĞLU,"Pazartesi | 13:40 - 16:30
"
MİM436,A,"Mimari Tasarımda Yer, Kavram ve Bağlam",Mimarlık ve Tasarım Fakültesi,3,HÜLYA TURGUT,"Perşembe | 13:40 - 16:30
"
MİM463,A,Aydınlatma Tasarımı,Mimarlık ve Tasarım Fakültesi,3,FARUK UYAN,"Çarşamba | 09:40 - 12:30
"
MİM466,A,Mimarlıkta Karma Sunum Teknikleri,Mimarlık ve Tasarım Fakültesi,3,MUSTAFA BATU KEPEKCİOĞLU,"Salı | 13:40 - 16:30
"
ANTH201,A,Antropolojik Düşünce Tarihi,Sosyal Bilimler Fakültesi,6,EZGİCAN ÖZDEMİR KELLY,"Çarşamba | 08:40 - 11:30
"
ANTH203,A,Araştırma Yöntemleri I,Sosyal Bilimler Fakültesi,6,EZGİCAN ÖZDEMİR KELLY,"Çarşamba | 13:40 - 16:30
"
ANTH205,A,"Ekonomi, Kültür, Siyaset",Sosyal Bilimler Fakültesi,6,ALPKAN BİRELMA,"Cuma | 08:40 - 11:30
"
ANTH303,A,"Toplumsal Cinsiyet, Toplum, Siyaset",Sosyal Bilimler Fakültesi,6,BERNA ARSLAN,"Perşembe | 08:40 - 11:30
"
ART100,A,Karakalem,Sosyal Bilimler Fakültesi,4,MARTIN HARRISON,"Perşembe | 15:40 - 18:30
"
ART101,A,Resim I,Sosyal Bilimler Fakültesi,4,MARTIN HARRISON,"Salı | 08:40 - 11:30
"
ART101,B,Resim I,Sosyal Bilimler Fakültesi,4,MARTIN HARRISON,"Perşembe | 08:40 - 11:30
"
ART102,A,Resim II,Sosyal Bilimler Fakültesi,4,MARTIN HARRISON,"Salı | 15:40 - 18:30
"
ART111,A,Yazmacılık Sanatı,Sosyal Bilimler Fakültesi,2,MÜZEYYEN TÜYSÜZ PULAT,"Cuma | 10:40 - 12:30
"
BE101,A,Tenis,Sosyal Bilimler Fakültesi,2,BARKIN YALÇINKALE,"Salı | 17:40 - 19:30
"
BE102,A,Yüzme,Sosyal Bilimler Fakültesi,2,DOĞUCAN BİLGETÜRK,"Cuma | 14:40 - 16:30
"
BE107,A,Satranç,Sosyal Bilimler Fakültesi,2,ERSİN BAYSAN,"Perşembe | 16:40 - 18:30
"
BE114,A,Hakemlik,Sosyal Bilimler Fakültesi,2,AYBERK DİLMEN,"Perşembe | 18:40 - 20:30
"
BE116,A,Bireysel Savunma,Sosyal Bilimler Fakültesi,2,VLADİMİR SELİM KOÇ,"Cuma | 14:40 - 16:30
"
BE119,A,Temel Fitness Eğitimi,Sosyal Bilimler Fakültesi,2,SEÇKİN ALAY,"Salı | 08:40 - 10:30
"
BE121,A,Suda Hayat Kurtarma ve İlk Yardım,Sosyal Bilimler Fakültesi,2,ŞAHİN ÖZEN,"Salı | 17:40 - 19:30
"
BE123,A,Temel Afet Eğitimi ve İlkyardım,Sosyal Bilimler Fakültesi,2,BURÇAK TÜRKAY,"Cuma | 18:40 - 20:30
"
HIST103,A,Dünya Tarihi I,Sosyal Bilimler Fakültesi,6,FERAY COŞKUN,"Salı | 15:40 - 18:30
"
HIST103,B,Dünya Tarihi I,Sosyal Bilimler Fakültesi,6,FERAY COŞKUN,"Perşembe | 10:40 - 13:30
"
HIST104,A,Dünya Tarihi II,Sosyal Bilimler Fakültesi,6,OYA İKLİL SELÇUK,"Çarşamba | 11:40 - 14:30
"
HIST104,B,Dünya Tarihi II,Sosyal Bilimler Fakültesi,6,MERİH EROL,"Salı | 12:40 - 15:30
"
HIST201,A,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,ÖZKAN AKPINAR,"Çarşamba | 14:40 - 16:30
"
HIST201,B,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,MUSTAFA BATMAN,"Perşembe | 11:40 - 13:30
"
HIST201,C,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,ELİF KEVSER ÖZER ALBAYRAK,"Çarşamba | 14:40 - 16:30
"
HIST201,D,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,BAŞAK AKGÜL KOVANKAYA,"Cuma | 16:40 - 18:30
"
HIST201,E,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,ALİ SİPAHİ,"Cuma | 14:40 - 16:30
"
HIST201,F,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,ÖZKAN AKPINAR,"Çarşamba | 16:40 - 18:30
"
HIST201,G,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,ÖZKAN AKPINAR,"Pazartesi | 16:40 - 18:30
"
HIST201,H,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,BAŞAK AKGÜL KOVANKAYA,"Pazartesi | 16:40 - 18:30
"
HIST201,I,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,ÖZLEM DİLBER,"Perşembe | 11:40 - 13:30
"
HIST201,J,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,ÖZLEM DİLBER,"Cuma | 16:40 - 18:30
"
HIST201,K,Atatürk İlkeleri ve İnkılap Tarihi I,Sosyal Bilimler Fakültesi,4,ÖZLEM DİLBER,"Perşembe | 16:40 - 18:30
"
HIST202,A,Atatürk İlkeleri ve İnkılap Tarihi II,Sosyal Bilimler Fakültesi,4,ELİF KEVSER ÖZER ALBAYRAK,"Çarşamba | 12:40 - 14:30
"
HIST202,B,Atatürk İlkeleri ve İnkılap Tarihi II,Sosyal Bilimler Fakültesi,4,ALİ SİPAHİ,"Çarşamba | 16:40 - 18:30
"
HIST202,C,Atatürk İlkeleri ve İnkılap Tarihi II,Sosyal Bilimler Fakültesi,4,ALPKAN BİRELMA,"Pazartesi | 16:40 - 18:30
"
HIST202,D,Atatürk İlkeleri ve İnkılap Tarihi II,Sosyal Bilimler Fakültesi,4,ALİ SİPAHİ,"Cuma | 10:40 - 12:30
"
HIST202,E,Atatürk İlkeleri ve İnkılap Tarihi II,Sosyal Bilimler Fakültesi,4,BAŞAK AKGÜL KOVANKAYA,"Cuma | 10:40 - 12:30
"
HIST303,A,Atatürk İlkeleri ve İnkılap Tarihi I (Yabancılar için),Sosyal Bilimler Fakültesi,4,MUSTAFA BATMAN,"Perşembe | 18:40 - 20:30
"
HIST303,B,Atatürk İlkeleri ve İnkılap Tarihi I (Yabancılar için),Sosyal Bilimler Fakültesi,4,ÖZLEM DİLBER,"Cuma | 18:40 - 20:30
"
HIST303,C,Atatürk İlkeleri ve İnkılap Tarihi I (Yabancılar için),Sosyal Bilimler Fakültesi,4,MUSTAFA BATMAN,"Cuma | 18:40 - 20:30
"
HIST304,A,Atatürk İlkeleri ve İnkılap Tarihi II (Yabancılar için),Sosyal Bilimler Fakültesi,4,MUSTAFA BATMAN,"Çarşamba | 18:40 - 20:30
"
HIST310,A,Balkan Tarihi,Sosyal Bilimler Fakültesi,6,MERİH EROL,"Salı | 15:40 - 18:30
"
HUM319,A,Filmlerle Felsefe: Felsefeye Giriş,Sosyal Bilimler Fakültesi,6,SİBEL OKTAR THOMAS,"Salı | 08:40 - 11:30
"
HUM353,A,Edebiyat ve Modernizm,Sosyal Bilimler Fakültesi,6,ÇİMEN GÜNAY ERKOL,"Salı | 08:40 - 11:30
"
IR101,A,Siyaset Bilimine Giriş,Sosyal Bilimler Fakültesi,6,DENİZ SERT,"Salı | 09:40 - 12:30
"
IR201,A,Araştırma Yöntemleri I,Sosyal Bilimler Fakültesi,6,EZGİ ELÇİ,"Pazartesi | 15:40 - 18:30
"
IR201R,A,Araştırma Yöntemleri I - Recitation,Sosyal Bilimler Fakültesi,0,EZGİ ELÇİ,"Çarşamba | 14:40 - 15:30
"
IR201R,B,Araştırma Yöntemleri I - Recitation,Sosyal Bilimler Fakültesi,0,EZGİ ELÇİ,"Çarşamba | 13:40 - 14:30
"
IR203,A,Karşılaştırmalı Siyasete Giriş,Sosyal Bilimler Fakültesi,6,TÜLAY DENİZ ERKMEN,"Çarşamba | 08:40 - 11:30
"
IR205,A,Uluslararası İlişkilere Giriş,Sosyal Bilimler Fakültesi,6,KATELYN CASSIN,"Perşembe | 08:40 - 11:30
"
IR301,A,Diplomasi Tarihi,Sosyal Bilimler Fakültesi,6,BEHLÜL ÖZKAN,"Salı | 12:40 - 15:30
"
IR303,A,Türkiye'de Siyaset,Sosyal Bilimler Fakültesi,6,FAİK GÜR,"Perşembe | 12:40 - 15:30
"
IR305,A,Uluslararası İlişkiler Teorisi,Sosyal Bilimler Fakültesi,6,SAMARJIT GHOSH,"Pazartesi | 10:40 - 13:30
"
IR311,A,Uluslararası Çatışma Analizi,Sosyal Bilimler Fakültesi,6,ESRA DİLEK,"Salı | 15:40 - 18:30
"
IR328,A,Otoriter Rejimler,Sosyal Bilimler Fakültesi,6,TÜLAY DENİZ ERKMEN,"Perşembe | 15:40 - 18:30
"
IR329,A,Demokrasi ve Demokratikleşme,Sosyal Bilimler Fakültesi,6,MURAT SOMER,"Çarşamba | 15:40 - 18:30
"
IR331,A,Uluslararası Krizlerde İnsani Müdahale ,Sosyal Bilimler Fakültesi,6,KATELYN CASSIN,"Perşembe | 15:40 - 18:30
"
IR400,A,Uluslararası İlişkilerde Bağımsız Çalışma,Sosyal Bilimler Fakültesi,6,SAMARJIT GHOSH,
IR401,A,Uluslararası Ekonomi Politikası,Sosyal Bilimler Fakültesi,6,MURAT SOMER,"Pazartesi | 15:40 - 18:30
"
IR402,A,Uluslararası Çevre Siyaseti,Sosyal Bilimler Fakültesi,6,ESRA DİLEK,"Salı | 08:40 - 11:30
"
IR405,A,Türkiye Siyasetinde Seçilmiş Konular,Sosyal Bilimler Fakültesi,6,BEHLÜL ÖZKAN,"Perşembe | 08:40 - 11:30
"
IR410,A,İktidar: Siyaset Teorisi Üzerine Bir Çalışma,Sosyal Bilimler Fakültesi,6,SAMARJIT GHOSH,"Cuma | 08:40 - 11:30
"
IR421,A,Programlamalı Sosyal Bilimler,Sosyal Bilimler Fakültesi,6,HAMİD AKIN ÜNVER,"Salı | 15:40 - 18:30
"
MUSIC103,A,Dünya Müzikleri,Sosyal Bilimler Fakültesi,6,KAMİL ERDEM,"Salı | 15:40 - 18:30
"
PE101,A,Tenis,Sosyal Bilimler Fakültesi,2,BARKIN YALÇINKALE,"Salı | 15:40 - 17:30
"
PE101,B,Tenis,Sosyal Bilimler Fakültesi,2,BARKIN YALÇINKALE,"Perşembe | 15:40 - 17:30
"
PE101,C,Tenis,Sosyal Bilimler Fakültesi,2,BARKIN YALÇINKALE,"Perşembe | 17:40 - 19:30
"
PE101,D,Tenis,Sosyal Bilimler Fakültesi,2,BARKIN YALÇINKALE,"Cuma | 16:40 - 18:30
