code,SECTIONNO,TITLE,FACULTY,CREDITS,INSTRUCTORFULLNAME,SCHEDULEFORPRINT
"
PE101,E,Tenis,Sosyal Bilimler Fakültesi,2,BARKIN YALÇINKALE,"Cuma | 18:40 - 20:30
"
PE102,A,Yüzme,Sosyal Bilimler Fakültesi,2,LALE MEMDUHA ALPTOĞAN,"Cuma | 08:40 - 10:30
"
PE102,B,Yüzme,Sosyal Bilimler Fakültesi,2,LALE MEMDUHA ALPTOĞAN,"Cuma | 10:40 - 12:30
"
PE104,A,Bilardo I,Sosyal Bilimler Fakültesi,2,İLBAY DAĞDELEN,"Cuma | 14:40 - 16:30
"
PE104,B,Bilardo I,Sosyal Bilimler Fakültesi,2,İLBAY DAĞDELEN,"Cuma | 16:40 - 18:30
"
PE105,A,Yelken,Sosyal Bilimler Fakültesi,2,GÜRAY ZÜNBÜL,"Salı | 08:40 - 10:30
"
PE105,B,Yelken,Sosyal Bilimler Fakültesi,2,GÜRAY ZÜNBÜL,"Perşembe | 08:40 - 10:30
"
PE105,C,Yelken,Sosyal Bilimler Fakültesi,2,GÜRAY ZÜNBÜL,"Cuma | 08:40 - 10:30
"
PE105,D,Yelken,Sosyal Bilimler Fakültesi,2,GÜRAY ZÜNBÜL,"Cuma | 10:40 - 12:30
"
PE106,A,Eskrim I,Sosyal Bilimler Fakültesi,2,YİĞİT ALİ DÖRTBUDAK,"Perşembe | 08:40 - 10:30
"
PE106,B,Eskrim I,Sosyal Bilimler Fakültesi,2,YİĞİT ALİ DÖRTBUDAK,"Perşembe | 10:40 - 12:30
"
PE107,A,Satranç,Sosyal Bilimler Fakültesi,2,ERSİN BAYSAN,"Perşembe | 18:40 - 20:30
"
PE107,B,Satranç,Sosyal Bilimler Fakültesi,2,ERSİN BAYSAN,"Perşembe | 08:40 - 10:30
"
PE107,C,Satranç,Sosyal Bilimler Fakültesi,2,ERSİN BAYSAN,"Perşembe | 10:40 - 12:30
"
PE112,A,Masa Tenisi,Sosyal Bilimler Fakültesi,2,KERİM ÖZAY,"Salı | 18:40 - 20:30
"
PE112,B,Masa Tenisi,Sosyal Bilimler Fakültesi,2,KERİM ÖZAY,"Perşembe | 18:40 - 20:30
"
PE114,A,Hakemlik,Sosyal Bilimler Fakültesi,2,AYBERK DİLMEN,"Perşembe | 16:40 - 18:30
"
PE116,A,Bireysel Savunma,Sosyal Bilimler Fakültesi,2,VLADİMİR SELİM KOÇ,"Cuma | 10:40 - 12:30
"
PE119,A,Temel Fitnes Eğitimi,Sosyal Bilimler Fakültesi,2,GİZEM NURBAY,"Perşembe | 08:40 - 10:30
"
PE120,A,Briç,Sosyal Bilimler Fakültesi,2,SÜLEYMAN KOLATA,"Salı | 16:40 - 18:30
"
PE120,B,Briç,Sosyal Bilimler Fakültesi,2,SÜLEYMAN KOLATA,"Salı | 18:40 - 20:30
"
PE120,C,Briç,Sosyal Bilimler Fakültesi,2,SÜLEYMAN KOLATA,"Cuma | 16:40 - 18:30
"
PE120,D,Briç,Sosyal Bilimler Fakültesi,2,SÜLEYMAN KOLATA,"Cuma | 18:40 - 20:30
"
PE121,A,Suda Hayat Kurtarma ve İlk Yardım,Sosyal Bilimler Fakültesi,2,ŞAHİN ÖZEN,"Salı | 15:40 - 17:30
"
PE123,A,Temel Afet Eğitimi ve İlkyardım,Sosyal Bilimler Fakültesi,2,BURÇAK TÜRKAY,"Cuma | 16:40 - 18:30
"
PHIL102,A,Felsefeye Giriş,Sosyal Bilimler Fakültesi,4,SİBEL OKTAR THOMAS,"Perşembe | 08:40 - 11:30
"
PHIL104,A,"Doğruluk, Bilgi ve Etik Karar Verme",Sosyal Bilimler Fakültesi,6,SİBEL OKTAR THOMAS,"Cuma | 08:40 - 11:30
"
PHIL210,A,Bilim Felsefesi,Sosyal Bilimler Fakültesi,6, ,"Salı | 15:40 - 18:30
"
PSY100,A,Genel Psikoloji,Sosyal Bilimler Fakültesi,6,GÜL CANAN ERGİN,"Salı | 08:40 - 09:30
Cuma | 14:40 - 16:30
"
PSY101,A,Psikolojiye Giriş I,Sosyal Bilimler Fakültesi,6,DUYGU GÜRLEYİK,"Salı | 11:40 - 14:30
"
PSY103,A,Psikoloji için İstatistik I,Sosyal Bilimler Fakültesi,6,ALİ TEKCAN,"Pazartesi | 16:40 - 18:30
Salı | 14:40 - 15:30
"
PSY103R,A,Psikoloji için İstatistik I - Uygulama,Sosyal Bilimler Fakültesi,0,ALİ TEKCAN,"Salı | 15:40 - 16:30
"
PSY105,A,Davranışsal Biyoloji,Sosyal Bilimler Fakültesi,4,ALPER AÇIK,"Çarşamba | 08:40 - 10:30
Perşembe | 12:40 - 13:30
"
PSY201,A,Bilişsel Psikoloji,Sosyal Bilimler Fakültesi,6,ALİ TEKCAN,"Pazartesi | 12:40 - 13:30
Salı | 16:40 - 18:30
"
PSY203,A,Gelişim Psikolojisi I,Sosyal Bilimler Fakültesi,6,ASİYE KUMRU,"Salı | 11:40 - 14:30
"
PSY205,A,Sosyal Psikoloji I,Sosyal Bilimler Fakültesi,6,CELİA KATRİNE NAİVAR ŞEN,"Salı | 08:40 - 11:30
"
PSY207,A,Araştırma Yöntemleri I,Sosyal Bilimler Fakültesi,6,NESİBE PINAR UĞURLAR,"Cuma | 14:40 - 17:30
"
PSY301,A,Kişilik Kuramları ve Bireysel Farklılıklar,Sosyal Bilimler Fakültesi,6,GÖKÇE TARCAN KUMKALE,"Perşembe | 13:40 - 16:30
"
PSY303,A,Yetişkin Psikopatalojisi,Sosyal Bilimler Fakültesi,6,GİZEM ARIKAN,"Çarşamba | 11:40 - 14:30
"
PSY305,A,İş ve Örgüt Psikolojisi,Sosyal Bilimler Fakültesi,6,HAYRİYE CANAN SÜMER,"Pazartesi | 10:40 - 12:30
Çarşamba | 10:40 - 11:30
"
PSY313,A,Motivasyon ve Öz-Düzenleme,Sosyal Bilimler Fakültesi,6,AYFER DOST GÖZKAN,"Perşembe | 10:40 - 13:30
"
PSY322,A,Bilişsel Gelişim,Sosyal Bilimler Fakültesi,6,BERNA ARSLAN UZUNDAĞ,"Cuma | 09:40 - 12:30
"
PSY323,A,Erken Çocukluk Eğitiminde Psikoloji,Sosyal Bilimler Fakültesi,6,İBRAHİM HAKKI ACAR,"Salı | 13:40 - 16:30
"
PSY325,A,Uygulamalı Sosyal Psikoloji: Davranış Değişimi,Sosyal Bilimler Fakültesi,6,CELİA KATRİNE NAİVAR ŞEN,"Pazartesi | 15:40 - 18:30
"
PSY404,A,Klinik Değerlendirme ve Görüşme Tekniklerine Giriş,Sosyal Bilimler Fakültesi,6,GİZEM ARIKAN,"Pazartesi | 09:40 - 12:30
"
PSY405,A,Kamu Sağlığı ve Egzersiz Psikolojisi,Sosyal Bilimler Fakültesi,6,DUYGU GÜRLEYİK,"Çarşamba | 14:40 - 17:30
"
PSY406,A,Psikoterapi Sistemleri,Sosyal Bilimler Fakültesi,6,AYŞE ALTAN ATALAY,"Perşembe | 10:40 - 13:30
"
PSY416,A,Sosyal ve Kişilik Gelişimi,Sosyal Bilimler Fakültesi,6,ASİYE KUMRU,"Çarşamba | 11:40 - 14:30
"
PSY422,A,Aile Psikolojisi,Sosyal Bilimler Fakültesi,6,MÜNEVVER SELENGA GÜRMEN ACAR,"Cuma | 15:40 - 18:30
"
PSY429,A,İş Hayatında Liderlik ve Motivasyon,Sosyal Bilimler Fakültesi,6,GÜL CANAN ERGİN,"Pazartesi | 12:40 - 15:30
"
PSY433,A,Pozitif Psikoloji,Sosyal Bilimler Fakültesi,6,AYŞE ALTAN ATALAY,"Salı | 08:40 - 11:30
"
PSY461-01,A,Sosyal Psikolojide Seçme Konular - 01,Sosyal Bilimler Fakültesi,6,GÖKÇE TARCAN KUMKALE,"Çarşamba | 08:40 - 11:30
"
SOC104,A,Sosyolojiye Giriş,Sosyal Bilimler Fakültesi,6,BERNA ARSLAN,"Çarşamba | 15:40 - 18:30
"
SOC201,A,Sosyal Bilimlere Giriş,Sosyal Bilimler Fakültesi,6,BURCU MUTLU,"Çarşamba | 12:40 - 15:30
"
SOC201,B,Sosyal Bilimlere Giriş,Sosyal Bilimler Fakültesi,6,BURCU MUTLU,"Cuma | 09:40 - 12:30
"
SOC201,C,Sosyal Bilimlere Giriş,Sosyal Bilimler Fakültesi,6,AYŞE DENİZ ÜNAN GÖKTAN,"Çarşamba | 12:40 - 15:30
"
TLL101,A,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,YAĞMUR YILDIRIMAY,"Pazartesi | 12:40 - 14:30
"
TLL101,AA,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,ŞENAY ÇINAR,"Çarşamba | 13:40 - 15:30
"
TLL101,AB,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,ŞENAY ÇINAR,"Çarşamba | 16:40 - 18:30
"
TLL101,AC,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,ŞENAY ÇINAR,"Perşembe | 14:40 - 16:30
"
TLL101,AD,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,SENEM TİMUROĞLU,"Cuma | 16:40 - 18:30
"
TLL101,AE,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,EZGİ HAMZAÇEBİ,"Çarşamba | 12:40 - 14:30
"
TLL101,B,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,YAĞMUR YILDIRIMAY,"Salı | 08:40 - 10:30
"
TLL101,C,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,SENEM TİMUROĞLU,"Cuma | 09:40 - 11:30
"
TLL101,D,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,YAĞMUR YILDIRIMAY,"Çarşamba | 16:40 - 18:30
"
TLL101,E,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,FATMA DAMAK,"Pazartesi | 12:40 - 14:30
"
TLL101,F,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,FATMA DAMAK,"Salı | 08:40 - 10:30
"
TLL101,G,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,ŞERİFE SEDA YÜCEKURT ÜNLÜ,"Cuma | 09:40 - 11:30
"
TLL101,H,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,EGEM ATİK,"Salı | 13:40 - 15:30
"
TLL101,I,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,ŞERİFE SEDA YÜCEKURT ÜNLÜ,"Cuma | 16:40 - 18:30
"
TLL101,J,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,ŞERİFE SEDA YÜCEKURT ÜNLÜ,"Salı | 08:40 - 10:30
"
TLL101,K,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,ŞERİFE SEDA YÜCEKURT ÜNLÜ,"Çarşamba | 12:40 - 14:30
"
TLL101,L,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,FATMA DAMAK,"Çarşamba | 14:40 - 16:30
"
TLL101,M,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,MURAT NARCI,"Çarşamba | 13:40 - 15:30
"
TLL101,N,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,MURAT NARCI,"Pazartesi | 16:40 - 18:30
"
TLL101,O,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,MURAT NARCI,"Pazartesi | 14:40 - 16:30
"
TLL101,P,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,MURAT NARCI,"Perşembe | 12:40 - 14:30
"
TLL101,Q,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,GÜNEŞ SEZEN,"Çarşamba | 13:40 - 15:30
"
TLL101,R,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,GÜNEŞ SEZEN,"Pazartesi | 16:40 - 18:30
"
TLL101,S,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,GÜNEŞ SEZEN,"Pazartesi | 14:40 - 16:30
"
TLL101,T,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,GÜNEŞ SEZEN,"Perşembe | 12:40 - 14:30
"
TLL101,U,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,EGEM ATİK,"Çarşamba | 13:40 - 15:30
"
TLL101,V,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,EGEM ATİK,"Salı | 16:40 - 18:30
"
TLL101,W,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,FATMA DAMAK,"Pazartesi | 14:40 - 16:30
"
TLL101,X,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,EZGİ HAMZAÇEBİ,"Salı | 13:40 - 15:30
"
TLL101,Y,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,SENEM TİMUROĞLU,"Salı | 08:40 - 10:30
"
TLL101,Z,Türk Dili ve Edebiyatı I,Sosyal Bilimler Fakültesi,3,ŞENAY ÇINAR,"Pazartesi | 12:40 - 14:30
"
TLL102,A,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,YAĞMUR YILDIRIMAY,"Salı | 16:40 - 18:30
"
TLL102,B,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,ŞERİFE SEDA YÜCEKURT ÜNLÜ,"Salı | 12:40 - 14:30
"
TLL102,C,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,EZGİ HAMZAÇEBİ,"Salı | 16:40 - 18:30
"
TLL102,D,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,ALİ SERDAR,"Pazartesi | 12:40 - 14:30
"
TLL102,E,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,EZGİ HAMZAÇEBİ,"Cuma | 08:40 - 10:30
"
TLL102,F,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,EZGİ HAMZAÇEBİ,"Cuma | 10:40 - 12:30
"
TLL102,G,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,ALİ SERDAR,"Perşembe | 14:40 - 16:30
"
TLL102,H,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,YAĞMUR YILDIRIMAY,"Çarşamba | 12:40 - 14:30
"
TLL102,I,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,ALİ SERDAR,"Cuma | 16:40 - 18:30
"
TLL102,J,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,ŞENAY ÇINAR,"Perşembe | 16:40 - 18:30
"
TLL102,K,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,FATMA DAMAK,"Çarşamba | 08:40 - 10:30
"
TLL102,L,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,MURAT NARCI,"Perşembe | 14:40 - 16:30
"
TLL102,M,Türk Dili ve Edebiyatı II,Sosyal Bilimler Fakültesi,3,GÜNEŞ SEZEN,"Perşembe | 08:40 - 10:30
"
İTB201,A,İşaret Dili,Sosyal Bilimler Fakültesi,2,AHMET TOMBUL,"Perşembe | 16:40 - 18:30
"
İTB301,A,Cumhuriyet'in Yüzyılına Panoramik Bir Bakış,Sosyal Bilimler Fakültesi,6,MURAT NARCI,"Perşembe | 17:40 - 20:30
"
GARM103,A,İş Güvenliği ve Hijyen,Uygulamalı Bilimler Fakültesi,6,ASLI ZULUĞ,"Pazartesi | 13:40 - 16:30
"
GARM121,A,Gıda Bilimi,Uygulamalı Bilimler Fakültesi,6,SUZAN TİREKİ,"Çarşamba | 13:40 - 15:30
Cuma | 09:40 - 11:30
"
GARM204,A,Beslenme,Uygulamalı Bilimler Fakültesi,5,GİZEM AĞIR,"Cuma | 08:40 - 11:30
"
GARM221,A,Klasik Pastacılık Teknik ve Becerilerinin Temelleri,Uygulamalı Bilimler Fakültesi,6,DEFNE ERTAN TÜYSÜZOĞLU,"Pazartesi | 08:40 - 11:30
Pazartesi | 11:40 - 15:30
Salı | 11:40 - 15:30
Salı | 15:40 - 18:30
"
GARM221,B,Klasik Pastacılık Teknik ve Becerilerinin Temelleri,Uygulamalı Bilimler Fakültesi,6,DEFNE ERTAN TÜYSÜZOĞLU,"Pazartesi | 08:40 - 11:30
Pazartesi | 15:40 - 18:30
Salı | 11:40 - 15:30
Çarşamba | 08:40 - 11:30
"
GARM221,C,Klasik Pastacılık Teknik ve Becerilerinin Temelleri,Uygulamalı Bilimler Fakültesi,6,DEFNE ERTAN TÜYSÜZOĞLU,"Pazartesi | 08:40 - 11:30
Salı | 08:40 - 11:30
Salı | 11:40 - 15:30
Çarşamba | 08:40 - 11:30
"
GARM221,D,Klasik Pastacılık Teknik ve Becerilerinin Temelleri,Uygulamalı Bilimler Fakültesi,6,DEFNE ERTAN TÜYSÜZOĞLU,"Pazartesi | 08:40 - 11:30
Salı | 11:40 - 15:30
Çarşamba | 11:40 - 14:30
Perşembe | 08:40 - 11:30
"
GARM222,A,Uluslararası Mutfaklar,Uygulamalı Bilimler Fakültesi,5,ÖZGE SAMANCI,"Perşembe | 08:40 - 14:30
"
GARM223,B,Şarap ve İçecek Yönetimi,Uygulamalı Bilimler Fakültesi,5,AYSELİ İZMEN,"Çarşamba | 15:40 - 18:30
"
GARM224,A,Gıda ve Sürdürülebilirlik,Uygulamalı Bilimler Fakültesi,5,CANDAN TÜRKKAN,"Pazartesi | 08:40 - 11:30
"
GARM321,A,Geleneksel Mutfak Teknik ve Becerilerinin Bölgesel Uygulamaları,Uygulamalı Bilimler Fakültesi,8,SUZAN TİREKİ,"Pazartesi | 11:40 - 15:30
Pazartesi | 11:40 - 15:30
Pazartesi | 15:40 - 18:30
Pazartesi | 15:40 - 18:30
Salı | 08:40 - 11:30
Salı | 08:40 - 11:30
Salı | 18:40 - 22:30
Salı | 18:40 - 22:30
Çarşamba | 08:40 - 11:30
Çarşamba | 08:40 - 11:30
Cuma | 15:40 - 19:30
Cuma | 15:40 - 19:30
"
GARM321,B,Geleneksel Mutfak Teknik ve Becerilerinin Bölgesel Uygulamaları,Uygulamalı Bilimler Fakültesi,8,SUZAN TİREKİ,"Pazartesi | 11:40 - 15:30
Pazartesi | 18:40 - 22:30
Salı | 08:40 - 11:30
Çarşamba | 08:40 - 11:30
Çarşamba | 15:40 - 18:30
Cuma | 08:40 - 11:30
"
GARM321,C,Geleneksel Mutfak Teknik ve Becerilerinin Bölgesel Uygulamaları,Uygulamalı Bilimler Fakültesi,8,ASLI ZULUĞ,"Pazartesi | 11:40 - 15:30
Salı | 08:40 - 11:30
Salı | 15:40 - 18:30
Çarşamba | 08:40 - 11:30
Perşembe | 18:40 - 22:30
Cuma | 11:40 - 15:30
"
GARM321,D,Geleneksel Mutfak Teknik ve Becerilerinin Bölgesel Uygulamaları,Uygulamalı Bilimler Fakültesi,8,ASLI ZULUĞ,"Pazartesi | 11:40 - 15:30
Salı | 08:40 - 11:30
Salı | 11:40 - 15:30
Çarşamba | 08:40 - 11:30
Çarşamba | 18:40 - 22:30
Cuma | 08:40 - 11:30
"
GARM322,A,A La Carte Yiyecek Üretimi ,Uygulamalı Bilimler Fakültesi,5,ÖZGE SAMANCI,"Salı | 15:40 - 22:30
Çarşamba | 15:40 - 22:30
Perşembe | 15:40 - 22:30
Cuma | 15:40 - 22:30
"
GARM324,A,Tesis Yönetimi ve Tasarımı,Uygulamalı Bilimler Fakültesi,5,MİNE ARBAY,"Çarşamba | 08:40 - 11:30
"
GARM361,A,Türk Mutfak Kültürü Mirası ve Uygulamaları,Uygulamalı Bilimler Fakültesi,5,ÖZGE SAMANCI,"Pazartesi | 08:40 - 11:30
Perşembe | 11:40 - 14:30
"
GARM361,B,Türk Mutfak Kültürü Mirası ve Uygulamaları,Uygulamalı Bilimler Fakültesi,5,ÖZGE SAMANCI,"Pazartesi | 08:40 - 11:30
Perşembe | 11:40 - 14:30
"
GARM361,C,Türk Mutfak Kültürü Mirası ve Uygulamaları,Uygulamalı Bilimler Fakültesi,5,ÖZGE SAMANCI,"Perşembe | 11:40 - 14:30
Perşembe | 15:40 - 18:30
"
GARM361,D,Türk Mutfak Kültürü Mirası ve Uygulamaları,Uygulamalı Bilimler Fakültesi,5,ÖZGE SAMANCI,"Perşembe | 11:40 - 14:30
Perşembe | 18:40 - 22:30
"
GARM421,A,Gastronomide Girişimcilik ve Yenileşim,Uygulamalı Bilimler Fakültesi,5,ASLI ZULUĞ,"Çarşamba | 12:40 - 15:30
"
GARM423,A,Mutfak Gösterileri,Uygulamalı Bilimler Fakültesi,5,SUZAN TİREKİ,"Salı | 08:40 - 12:30
"
GARM423,B,Mutfak Gösterileri,Uygulamalı Bilimler Fakültesi,5,SUZAN TİREKİ,"Cuma | 08:40 - 12:30
"
GARM473,A,Anadolunun Yerel Ürünleri ve Gastronomideki Yeri,Uygulamalı Bilimler Fakültesi,5,TANGÖR TAN,"Pazartesi | 12:40 - 15:30
"
GARM479,A,Görsel Sanatlar İçin Yemek Stilistliği,Uygulamalı Bilimler Fakültesi,5,OYA KARABAL RAPAYAZDIÇ,"Pazartesi | 09:40 - 12:30
"
GARM483,A,Yemek Yazarlığı,Uygulamalı Bilimler Fakültesi,5,ÇİMEN GÜNAY ERKOL,"Pazartesi | 13:40 - 16:30
"
GARM484,A,Türkiye Tarımının Ekonomi Politiği,Uygulamalı Bilimler Fakültesi,5,CANDAN TÜRKKAN,"Salı | 12:40 - 15:30
"
GARM486,A,Zeytin ve Zeytinyağının Bilim ve Kültürü,Uygulamalı Bilimler Fakültesi,5,ZEYNEP DELEN NİRCAN,"Perşembe | 09:40 - 12:30
"
HMAN131,A,Turizm Sosyolojisi,Uygulamalı Bilimler Fakültesi,4,EBRU TEKİN BİLBİL,"Pazartesi | 13:40 - 16:30
"
HMAN132,A,Odalar Bölümü Yönetimi ve Teknolojileri,Uygulamalı Bilimler Fakültesi,6,HANIM KADER ŞANLIÖZ ÖZGEN,"Pazartesi | 11:40 - 13:30
Pazartesi | 11:40 - 13:30
Salı | 10:40 - 12:30
Salı | 10:40 - 12:30
"
HMAN204,A,Otel Yönetimi,Uygulamalı Bilimler Fakültesi,6,MEHMET TEOMAN ALEMDAR,"Pazartesi | 08:40 - 11:30
"
HMAN304,A,İkram ve Etkinlik Yönetimi,Uygulamalı Bilimler Fakültesi,5,ZEKİYE SİNEM KARAPINAR,"Salı | 13:40 - 16:30
"
HMAN331,A,Otel ve Yiyecek İçecek İşletmelerinde Dijital Pazarlama ve Yeni Medya Yönetim,Uygulamalı Bilimler Fakültesi,6,AYDIN BEYHAN,"Pazartesi | 14:40 - 17:30
"
HMAN333,A,Otellerde Gelir ve Çevrimiçi Dağıtım Kanalları Yönetimi,Uygulamalı Bilimler Fakültesi,6,HANIM KADER ŞANLIÖZ ÖZGEN,"Pazartesi | 09:40 - 11:30
Cuma | 09:40 - 11:30
"
HMAN336,A,Sanat Tarihi,Uygulamalı Bilimler Fakültesi,5,AYGEN DEMİRİZ KAYAALP,"Cuma | 14:40 - 17:30
"
HMAN404,A,Otellerde Yönetim Uygulamaları,Uygulamalı Bilimler Fakültesi,6,MEHMET TEOMAN ALEMDAR,"Pazartesi | 13:40 - 16:30
"
HMAN460,A,Turizm ve Otel Endüstrileri Üzerine Tartışmalar,Uygulamalı Bilimler Fakültesi,5,ANTHONY BETTS,"Perşembe | 11:40 - 14:30
"
HMAN466,A,Geleceğin Otel Odasını Tasarlamak ,Uygulamalı Bilimler Fakültesi,5,ÖZGÜR ÖLCE,"Çarşamba | 11:40 - 14:30
"
SAS101,A,Otel ve Yiyecek İçecek Endüstrisi,Uygulamalı Bilimler Fakültesi,5,AYDIN BEYHAN,"Pazartesi | 10:40 - 13:30
"
SAS102,A,Otellerde ve Yiyecek İşletmelerinde Finansal Muhasebe,Uygulamalı Bilimler Fakültesi,6,NİDA TÜREGÜN,"Pazartesi | 13:40 - 16:30
"
SAS105,A,Uygulamalı Bilimler için Matematik,Uygulamalı Bilimler Fakültesi,5,BESTE MADRAN,"Perşembe | 11:40 - 14:30
"
SAS201,A,Hizmet Pazarlaması,Uygulamalı Bilimler Fakültesi,5,AYDIN BEYHAN,"Çarşamba | 14:40 - 17:30
"
SAS202,A,Otel ve Yiyecek İçecek İşletmelerinde Yönetim Muhasebesi ve Finans,Uygulamalı Bilimler Fakültesi,6,NİDA TÜREGÜN,"Salı | 12:40 - 15:30
"
SAS203,A,Yiyecek ve İçecek Yönetimi ve Servisi,Uygulamalı Bilimler Fakültesi,5,AYDIN BEYHAN,"Pazartesi | 11:40 - 13:30
Perşembe | 10:40 - 14:30
"
SAS203,B,Yiyecek ve İçecek Yönetimi ve Servisi,Uygulamalı Bilimler Fakültesi,5,AYDIN BEYHAN,"Pazartesi | 11:40 - 13:30
Salı | 17:40 - 20:30
Çarşamba | 17:40 - 20:30
Perşembe | 17:40 - 20:30
Cuma | 17:40 - 20:30
"
SAS205,A,Uygulamalı Bilimler için Ekonomi,Uygulamalı Bilimler Fakültesi,5,ÖZCAN CEYLAN,"Perşembe | 11:40 - 14:30
"
SAS301,A,Yiyecek ve İçecek İşletmelerinde Planlama ve Denetim,Uygulamalı Bilimler Fakültesi,6,ÖZCAN CEYLAN,"Perşembe | 08:40 - 11:30
"
SAS303,A,Otel ve Yiyecek İçecek İşletmelerinde Küresel İnsan Gücü Yönetimi,Uygulamalı Bilimler Fakültesi,6,AYŞIN PAŞAMEHMETOĞLU,"Çarşamba | 12:40 - 15:30
"
SAS352,A,Sayısal Karar Verme Teknikleri,Uygulamalı Bilimler Fakültesi,6,ÖZCAN CEYLAN,"Pazartesi | 09:40 - 12:30
"
SAS353,A,Araştırma Yöntemleri,Uygulamalı Bilimler Fakültesi,5,EBRU TEKİN BİLBİL,"Çarşamba | 14:40 - 17:30
"
SAS405,A,Otel Yöneticiliği ve Gastronomi Seminerleri,Uygulamalı Bilimler Fakültesi,1,EBRU TEKİN BİLBİL,"Perşembe | 14:40 - 15:30
"
SAS405_U,A,Otel Yöneticiliği ve Gastronomi Seminerleri,Uygulamalı Bilimler Fakültesi,0,EBRU TEKİN BİLBİL,"Perşembe | 14:40 - 15:30
"
SAS453,A,Müzik,Uygulamalı Bilimler Fakültesi,6,AYGEN DEMİRİZ KAYAALP,"Cuma | 08:40 - 11:30
"
AI111,A,Python'a Giriş,Mühendislik Fakültesi,6,MEHMET KAAN ÖZTÜRK,"Salı | 08:40 - 11:30
Cuma | 14:40 - 16:30
"
AI112,A,Yapay Zeka ve Toplum,Mühendislik Fakültesi,4,REYHAN AYDOĞAN,"Salı | 15:40 - 18:30
"
AI425,A,Büyük dil Modelleri,Mühendislik Fakültesi,6,CENK DEMİROĞLU,"Salı | 09:40 - 11:30
Perşembe | 08:40 - 09:30
"
CE112,A,Statik,Mühendislik Fakültesi,6,TANER YILMAZ,"Pazartesi | 12:40 - 14:30
Perşembe | 12:40 - 14:30
"
CE208,A,Yapı İşletmesi,Mühendislik Fakültesi,6,SENEM SEYİS KAZAZOĞLU,"Pazartesi | 10:40 - 12:30
Cuma | 10:40 - 12:30
"
CE210,A,Akışkanlar Mekaniği,Mühendislik Fakültesi,6,YİĞİT CAN ALTAN,"Pazartesi | 12:40 - 14:30
Çarşamba | 12:40 - 14:30
"
CE211,A,Dinamik,Mühendislik Fakültesi,4,DERYA DENİZ,"Perşembe | 15:40 - 18:30
"
CE301,A,Yapı Statiği,Mühendislik Fakültesi,6,BÜLENT ERKMEN,"Pazartesi | 08:40 - 10:30
Çarşamba | 08:40 - 10:30
